,geo_value,time_value,covid_cases,confirmed_covid_visit,doctor_visits,hospital_admissions,google_anosmia_volume,google_ageusia_volume,covid_deaths,home_time,geo_value_t_minus_1,time_value_t_minus_1,covid_cases_t_minus_1,confirmed_covid_vist_t_minus_1,doctor_visits_t_minus_1,hospital_admissions_t_minus_1,google_anosmia_volume_t_minus_1,google_ageusia_volume_t_minus_1,covid_deaths_t_minus,home_time_t_minus_1,covid_cases_t_plus_one
0,5,2020-02-21,0.0,0.011169,0.0,0.113524,0.06,0.06,0.0,587.3067307692307,5,2020-02-20,0.0,0.012182,0.0,0.110992,0.06,0.06,0.0,609.137236084453,0.0
1,5,2020-02-22,0.0,0.010473,0.0,0.116683,0.08,0.06,0.0,679.5859750240154,5,2020-02-21,0.0,0.011169,0.0,0.113524,0.06,0.06,0.0,587.3067307692307,0.0
4,5,2020-02-27,0.0,0.010852,0.0,0.118561,0.11,0.05,0.0,598.7329490874159,5,2020-02-26,0.0,0.011903,0.0,0.119758,0.07,0.05,0.0,557.9290508149569,0.0
5,5,2020-02-28,0.0,0.010195,0.0,0.119094,0.07,0.05,0.0,587.6445725264169,5,2020-02-27,0.0,0.010852,0.0,0.118561,0.11,0.05,0.0,598.7329490874159,0.0
6,5,2020-02-29,0.0,0.009712,0.0,0.118809,0.07,0.05,0.0,698.6730769230769,5,2020-02-28,0.0,0.010195,0.0,0.119094,0.07,0.05,0.0,587.6445725264169,0.0
7,5,2020-03-01,0.0,0.011162,0.0,0.119646,0.06,0.07,0.0,787.0498084291188,5,2020-02-29,0.0,0.009712,0.0,0.118809,0.07,0.05,0.0,698.6730769230769,0.0
8,5,2020-03-02,0.0,0.013988,0.0,0.119067,0.08,0.07,0.0,629.9511494252873,5,2020-03-01,0.0,0.011162,0.0,0.119646,0.06,0.07,0.0,787.0498084291188,1.0
9,5,2020-03-03,1.0,0.012357,0.0,0.119366,0.07,0.04,0.0,604.8535885167464,5,2020-03-02,0.0,0.013988,0.0,0.119067,0.08,0.07,0.0,629.9511494252873,1.0
10,5,2020-03-04,1.0,0.011438,0.019267,0.119776,0.06,0.05,0.0,620.3758389261745,5,2020-03-03,1.0,0.012357,0.0,0.119366,0.07,0.04,0.0,604.8535885167464,1.0
11,5,2020-03-05,1.0,0.010639,0.016927,0.119895,0.12,0.05,0.0,612.3649425287356,5,2020-03-04,1.0,0.011438,0.019267,0.119776,0.06,0.05,0.0,620.3758389261745,1.0
12,5,2020-03-06,1.0,0.010242,0.014341,0.11982,0.1,0.08,0.0,593.4918504314478,5,2020-03-05,1.0,0.010639,0.016927,0.119895,0.12,0.05,0.0,612.3649425287356,2.0
13,5,2020-03-07,2.0,0.016023,0.011658,0.185543,0.1,0.08,0.0,704.2097701149426,5,2020-03-06,1.0,0.010242,0.014341,0.11982,0.1,0.08,0.0,593.4918504314478,2.0
14,5,2020-03-08,2.0,0.018032,0.019996,0.245598,0.1,0.06,0.0,753.6427203065134,5,2020-03-07,2.0,0.016023,0.011658,0.185543,0.1,0.08,0.0,704.2097701149426,3.0
15,5,2020-03-09,3.0,0.022333,0.006554,0.298664,0.1,0.06,0.0,636.8153110047847,5,2020-03-08,2.0,0.018032,0.019996,0.245598,0.1,0.06,0.0,753.6427203065134,3.0
16,5,2020-03-10,3.0,0.026812,0.018026,0.343336,0.09,0.06,0.0,676.35734870317,5,2020-03-09,3.0,0.022333,0.006554,0.298664,0.1,0.06,0.0,636.8153110047847,4.0
17,5,2020-03-11,4.0,0.022741,0.087875,0.377819,0.07,0.05,0.0,693.2584053794428,5,2020-03-10,3.0,0.026812,0.018026,0.343336,0.09,0.06,0.0,676.35734870317,4.0
18,5,2020-03-12,4.0,0.01903,0.272943,0.405668,0.07,0.06,0.0,653.2065321805956,5,2020-03-11,4.0,0.022741,0.087875,0.377819,0.07,0.05,0.0,693.2584053794428,7.0
19,5,2020-03-13,7.0,0.016347,0.545029,0.429512,0.07,0.06,0.0,665.1719500480308,5,2020-03-12,4.0,0.01903,0.272943,0.405668,0.07,0.06,0.0,653.2065321805956,7.0
20,5,2020-03-14,7.0,0.014355,0.763752,0.449809,0.07,0.06,0.0,862.8549471661863,5,2020-03-13,7.0,0.016347,0.545029,0.429512,0.07,0.06,0.0,665.1719500480308,15.0
23,5,2020-03-19,35.0,0.025067,1.69725,0.600985,0.13,0.05,0.0,871.4341978866474,5,2020-03-18,31.0,0.015643,1.188239,0.537182,0.1,0.08,0.0,952.7740384615385,45.0
24,5,2020-03-20,45.0,0.034415,1.959667,0.668249,0.13,0.07,0.0,704.7063339731286,5,2020-03-19,35.0,0.025067,1.69725,0.600985,0.13,0.05,0.0,871.4341978866474,65.0
25,5,2020-03-21,65.0,0.031541,2.222429,0.72853,0.38,0.13,0.0,697.0721153846154,5,2020-03-20,45.0,0.034415,1.959667,0.668249,0.13,0.07,0.0,704.7063339731286,106.0
26,5,2020-03-22,106.0,0.033677,2.333913,0.787061,1.26,0.35,1.0,844.4918347742555,5,2020-03-21,65.0,0.031541,2.222429,0.72853,0.38,0.13,0.0,697.0721153846154,122.0
27,5,2020-03-23,122.0,0.040631,2.361406,0.850679,1.92,0.59,1.0,905.266028708134,5,2020-03-22,106.0,0.033677,2.333913,0.787061,1.26,0.35,1.0,844.4918347742555,124.0
28,5,2020-03-24,124.0,0.032572,2.026606,0.819514,0.91,0.27,2.0,931.9923444976076,5,2020-03-23,122.0,0.040631,2.361406,0.850679,1.92,0.59,1.0,905.266028708134,135.0
29,5,2020-03-25,135.0,0.02784,2.249308,0.699418,0.54,0.17,3.0,935.3326941514861,5,2020-03-24,124.0,0.032572,2.026606,0.819514,0.91,0.27,2.0,931.9923444976076,163.0
30,5,2020-03-26,163.0,0.036167,2.228262,0.587332,0.49,0.16,4.0,984.4629451395573,5,2020-03-25,135.0,0.02784,2.249308,0.699418,0.54,0.17,3.0,935.3326941514861,220.0
31,5,2020-03-27,220.0,0.043308,2.285803,0.462661,0.4,0.14,4.0,1007.6224783861671,5,2020-03-26,163.0,0.036167,2.228262,0.587332,0.49,0.16,4.0,984.4629451395573,256.0
32,5,2020-03-28,256.0,0.047672,2.102363,0.346936,0.51,0.18,12.0,1062.0672430355428,5,2020-03-27,220.0,0.043308,2.285803,0.462661,0.4,0.14,4.0,1007.6224783861671,270.0
33,5,2020-03-29,270.0,0.055676,1.909414,0.252935,0.34,0.16,6.0,1066.6829971181555,5,2020-03-28,256.0,0.047672,2.102363,0.346936,0.51,0.18,12.0,1062.0672430355428,283.0
34,5,2020-03-30,283.0,0.062585,1.72396,0.217354,0.31,0.16,7.0,929.9491850431448,5,2020-03-29,270.0,0.055676,1.909414,0.252935,0.34,0.16,6.0,1066.6829971181555,313.0
35,5,2020-03-31,313.0,0.059579,1.762322,0.215524,0.3,0.14,7.0,952.5666347075743,5,2020-03-30,283.0,0.062585,1.72396,0.217354,0.31,0.16,7.0,929.9491850431448,359.0
36,5,2020-04-01,359.0,0.046635,1.641537,0.209478,0.26,0.09,8.0,1002.6243996157541,5,2020-03-31,313.0,0.059579,1.762322,0.215524,0.3,0.14,7.0,952.5666347075743,396.0
37,5,2020-04-02,396.0,0.144903,1.552455,0.203475,0.22,0.08,10.0,1000.2924256951103,5,2020-04-01,359.0,0.046635,1.641537,0.209478,0.26,0.09,8.0,1002.6243996157541,443.0
38,5,2020-04-03,443.0,0.175445,1.877672,0.196439,0.61,0.1,11.0,959.0681381957774,5,2020-04-02,396.0,0.144903,1.552455,0.203475,0.22,0.08,10.0,1000.2924256951103,537.0
39,5,2020-04-04,537.0,0.142555,1.702045,0.388713,0.22,0.08,12.0,1063.0614793467819,5,2020-04-03,443.0,0.175445,1.877672,0.196439,0.61,0.1,11.0,959.0681381957774,566.0
40,5,2020-04-05,566.0,0.140614,1.604297,0.556063,0.24,0.13,12.0,1114.9355149181906,5,2020-04-04,537.0,0.142555,1.702045,0.388713,0.22,0.08,12.0,1063.0614793467819,588.0
41,5,2020-04-06,588.0,0.144422,1.538354,0.692178,0.27,0.12,13.0,1041.2192307692308,5,2020-04-05,566.0,0.140614,1.604297,0.556063,0.24,0.13,12.0,1114.9355149181906,634.0
42,5,2020-04-07,634.0,0.172634,1.823551,0.87397,0.2,0.1,14.0,1016.5714285714286,5,2020-04-06,588.0,0.144422,1.538354,0.692178,0.27,0.12,13.0,1041.2192307692308,674.0
43,5,2020-04-08,674.0,0.140653,1.693814,1.107159,0.18,0.12,15.0,1029.5614203454895,5,2020-04-07,634.0,0.172634,1.823551,0.87397,0.2,0.1,14.0,1016.5714285714286,713.0
44,5,2020-04-09,713.0,0.147601,1.628108,1.499023,0.14,0.06,17.0,1011.331094049904,5,2020-04-08,674.0,0.140653,1.693814,1.107159,0.18,0.12,15.0,1029.5614203454895,766.0
45,5,2020-04-10,766.0,0.122858,1.519875,2.019505,0.11,0.06,21.0,1001.0509125840538,5,2020-04-09,713.0,0.147601,1.628108,1.499023,0.14,0.06,17.0,1011.331094049904,806.0
46,5,2020-04-11,806.0,0.100456,1.440666,2.555659,0.15,0.06,23.0,1084.5100864553315,5,2020-04-10,766.0,0.122858,1.519875,2.019505,0.11,0.06,21.0,1001.0509125840538,843.0
47,5,2020-04-12,843.0,0.092798,1.347585,3.011822,0.19,0.08,23.0,1135.604427333975,5,2020-04-11,806.0,0.100456,1.440666,2.555659,0.15,0.06,23.0,1084.5100864553315,884.0
48,5,2020-04-13,884.0,0.093517,1.267076,3.475964,0.2,0.07,23.0,1033.0673724735323,5,2020-04-12,843.0,0.092798,1.347585,3.011822,0.19,0.08,23.0,1135.604427333975,884.0
49,5,2020-04-14,884.0,0.069264,1.268311,3.899963,0.18,0.09,30.0,1078.473481195757,5,2020-04-13,884.0,0.093517,1.267076,3.475964,0.2,0.07,23.0,1033.0673724735323,962.0
50,5,2020-04-15,962.0,0.057775,1.242973,4.154939,0.18,0.07,38.0,1067.4932692307693,5,2020-04-14,884.0,0.069264,1.268311,3.899963,0.18,0.09,30.0,1078.473481195757,1007.0
51,5,2020-04-16,1007.0,0.049178,1.254152,4.207149,0.14,0.12,39.0,1050.3381364073007,5,2020-04-15,962.0,0.057775,1.242973,4.154939,0.18,0.07,38.0,1067.4932692307693,1061.0
52,5,2020-04-17,1061.0,0.044646,1.818974,3.961474,0.18,0.11,40.0,1039.4375,5,2020-04-16,1007.0,0.049178,1.254152,4.207149,0.14,0.12,39.0,1050.3381364073007,1114.0
53,5,2020-04-18,1114.0,0.040683,2.211281,3.505131,0.14,0.1,40.0,1078.434071222329,5,2020-04-17,1061.0,0.044646,1.818974,3.961474,0.18,0.11,40.0,1039.4375,1164.0
54,5,2020-04-19,1164.0,0.042006,2.489127,2.886201,0.12,0.1,41.0,1117.6115384615384,5,2020-04-18,1114.0,0.040683,2.211281,3.505131,0.14,0.1,40.0,1078.434071222329,1191.0
55,5,2020-04-20,1191.0,0.048006,2.767596,2.234519,0.17,0.14,42.0,1004.526923076923,5,2020-04-19,1164.0,0.042006,2.489127,2.886201,0.12,0.1,41.0,1117.6115384615384,1239.0
56,5,2020-04-21,1239.0,0.089622,3.155609,1.770617,0.16,0.1,46.0,993.2406159769008,5,2020-04-20,1191.0,0.048006,2.767596,2.234519,0.17,0.14,42.0,1004.526923076923,1280.0
57,5,2020-04-22,1280.0,0.127135,3.147732,1.56877,0.16,0.09,46.0,977.701636188643,5,2020-04-21,1239.0,0.089622,3.155609,1.770617,0.16,0.1,46.0,993.2406159769008,1350.0
58,5,2020-04-23,1350.0,0.153417,3.170783,1.577011,0.14,0.09,46.0,933.9375,5,2020-04-22,1280.0,0.127135,3.147732,1.56877,0.16,0.09,46.0,977.701636188643,1401.0
59,5,2020-04-24,1401.0,0.164332,3.193865,1.737631,0.14,0.09,50.0,916.5465898174832,5,2020-04-23,1350.0,0.153417,3.170783,1.577011,0.14,0.09,46.0,933.9375,1437.0
60,5,2020-04-25,1437.0,0.246457,3.188666,2.246246,0.11,0.11,52.0,1015.3461538461538,5,2020-04-24,1401.0,0.164332,3.193865,1.737631,0.14,0.09,50.0,916.5465898174832,1468.0
61,5,2020-04-26,1468.0,0.241756,3.374531,2.51153,0.19,0.08,52.0,1045.8076923076924,5,2020-04-25,1437.0,0.246457,3.188666,2.246246,0.11,0.11,52.0,1015.3461538461538,1498.0
62,5,2020-04-27,1498.0,0.249011,3.507082,2.953279,0.19,0.12,53.0,976.4015369836695,5,2020-04-26,1468.0,0.241756,3.374531,2.51153,0.19,0.08,52.0,1045.8076923076924,1533.0
63,5,2020-04-28,1533.0,0.244406,3.423729,3.231365,0.12,0.08,55.0,953.5423076923076,5,2020-04-27,1498.0,0.249011,3.507082,2.953279,0.19,0.12,53.0,976.4015369836695,1568.0
64,5,2020-04-29,1568.0,0.189859,3.399133,3.470474,0.11,0.08,60.0,909.1588065447546,5,2020-04-28,1533.0,0.244406,3.423729,3.231365,0.12,0.08,55.0,953.5423076923076,1603.0
65,5,2020-04-30,1603.0,0.183535,3.160221,3.452852,0.13,0.06,60.0,869.2910662824207,5,2020-04-29,1568.0,0.189859,3.399133,3.470474,0.11,0.08,60.0,909.1588065447546,1636.0
66,5,2020-05-01,1636.0,0.141374,3.10632,3.26062,0.11,0.05,63.0,931.195004803074,5,2020-04-30,1603.0,0.183535,3.160221,3.452852,0.13,0.06,60.0,869.2910662824207,1705.0
67,5,2020-05-02,1705.0,0.148786,3.145925,2.87973,0.1,0.07,63.0,1015.6480769230769,5,2020-05-01,1636.0,0.141374,3.10632,3.26062,0.11,0.05,63.0,931.195004803074,1749.0
68,5,2020-05-03,1749.0,0.172292,3.214344,2.362805,0.07,0.06,64.0,1072.5076923076922,5,2020-05-02,1705.0,0.148786,3.145925,2.87973,0.1,0.07,63.0,1015.6480769230769,1776.0
69,5,2020-05-04,1776.0,0.172282,3.243012,1.869905,0.11,0.09,65.0,986.7086538461539,5,2020-05-03,1749.0,0.172292,3.214344,2.362805,0.07,0.06,64.0,1072.5076923076922,1809.0
70,5,2020-05-05,1809.0,0.161729,3.600409,1.279439,0.11,0.06,67.0,990.1308950914341,5,2020-05-04,1776.0,0.172282,3.243012,1.869905,0.11,0.09,65.0,986.7086538461539,1863.0
71,5,2020-05-06,1863.0,0.123125,3.858834,0.849586,0.09,0.12,67.0,969.6103646833013,5,2020-05-05,1809.0,0.161729,3.600409,1.279439,0.11,0.06,67.0,990.1308950914341,1917.0
72,5,2020-05-07,1917.0,0.09078,3.761321,0.671938,0.12,0.06,68.0,946.76176753122,5,2020-05-06,1863.0,0.123125,3.858834,0.849586,0.09,0.12,67.0,969.6103646833013,1961.0
73,5,2020-05-08,1961.0,0.106123,3.623899,0.832159,0.1,0.04,71.0,933.9367209971236,5,2020-05-07,1917.0,0.09078,3.761321,0.671938,0.12,0.06,68.0,946.76176753122,2023.0
74,5,2020-05-09,2023.0,0.116661,3.402064,1.169233,0.08,0.04,72.0,955.7326923076923,5,2020-05-08,1961.0,0.106123,3.623899,0.832159,0.1,0.04,71.0,933.9367209971236,2064.0
75,5,2020-05-10,2064.0,0.103189,3.216971,1.610188,0.1,0.06,72.0,1003.6182692307692,5,2020-05-09,2023.0,0.116661,3.402064,1.169233,0.08,0.04,72.0,955.7326923076923,2101.0
76,5,2020-05-11,2101.0,0.104302,2.994914,2.163353,0.17,0.06,72.0,984.3,5,2020-05-10,2064.0,0.103189,3.216971,1.610188,0.1,0.06,72.0,1003.6182692307692,2133.0
77,5,2020-05-12,2133.0,0.064303,2.870738,2.648887,0.12,0.06,75.0,968.223076923077,5,2020-05-11,2101.0,0.104302,2.994914,2.163353,0.17,0.06,72.0,984.3,2178.0
78,5,2020-05-13,2178.0,0.080685,2.416245,2.877678,0.14,0.09,77.0,961.7528846153846,5,2020-05-12,2133.0,0.064303,2.870738,2.648887,0.12,0.06,75.0,968.223076923077,2234.0
79,5,2020-05-14,2234.0,0.093377,2.227302,2.858862,0.1,0.06,80.0,972.1095100864553,5,2020-05-13,2178.0,0.080685,2.416245,2.877678,0.14,0.09,77.0,961.7528846153846,2300.0
80,5,2020-05-15,2300.0,0.077942,2.303665,2.578123,0.07,0.06,83.0,907.7365384615384,5,2020-05-14,2234.0,0.093377,2.227302,2.858862,0.1,0.06,80.0,972.1095100864553,2351.0
81,5,2020-05-16,2351.0,0.0648,2.155849,2.158201,0.1,0.1,83.0,943.3670520231213,5,2020-05-15,2300.0,0.077942,2.303665,2.578123,0.07,0.06,83.0,907.7365384615384,2392.0
82,5,2020-05-17,2392.0,0.056029,2.259443,1.732656,0.13,0.05,83.0,1015.8298076923077,5,2020-05-16,2351.0,0.0648,2.155849,2.158201,0.1,0.1,83.0,943.3670520231213,2457.0
83,5,2020-05-18,2457.0,0.057246,2.624136,1.288232,0.41,0.08,83.0,925.9567307692307,5,2020-05-17,2392.0,0.056029,2.259443,1.732656,0.13,0.05,83.0,1015.8298076923077,2522.0
84,5,2020-05-19,2522.0,0.044557,2.664407,0.907866,0.09,0.07,86.0,931.2718539865514,5,2020-05-18,2457.0,0.057246,2.624136,1.288232,0.41,0.08,83.0,925.9567307692307,2560.0
85,5,2020-05-20,2560.0,0.039262,2.507866,0.854752,0.07,0.07,88.0,902.5652591170825,5,2020-05-19,2522.0,0.044557,2.664407,0.907866,0.09,0.07,86.0,931.2718539865514,2609.0
86,5,2020-05-21,2609.0,0.03539,2.368978,0.936797,0.08,0.08,90.0,888.0279114533205,5,2020-05-20,2560.0,0.039262,2.507866,0.854752,0.07,0.07,88.0,902.5652591170825,2708.0
87,5,2020-05-22,2708.0,0.08657,2.248666,1.044403,0.04,0.06,90.0,866.1807692307692,5,2020-05-21,2609.0,0.03539,2.368978,0.936797,0.08,0.08,90.0,888.0279114533205,2767.0
88,5,2020-05-23,2767.0,0.116305,2.098767,1.154318,0.07,0.07,92.0,893.3140655105973,5,2020-05-22,2708.0,0.08657,2.248666,1.044403,0.04,0.06,90.0,866.1807692307692,2847.0
89,5,2020-05-24,2847.0,0.11783,2.551854,1.405524,0.06,0.07,93.0,901.3721153846154,5,2020-05-23,2767.0,0.116305,2.098767,1.154318,0.07,0.07,92.0,893.3140655105973,2874.0
90,5,2020-05-25,2874.0,0.124041,2.753499,1.408558,0.12,0.08,93.0,906.0432692307693,5,2020-05-24,2847.0,0.11783,2.551854,1.405524,0.06,0.07,93.0,901.3721153846154,2986.0
91,5,2020-05-26,2986.0,0.161572,2.921326,1.287218,0.08,0.1,93.0,842.4299424184261,5,2020-05-25,2874.0,0.124041,2.753499,1.408558,0.12,0.08,93.0,906.0432692307693,3049.0
92,5,2020-05-27,3049.0,0.122008,2.763398,1.201156,0.08,0.06,95.0,881.4480769230769,5,2020-05-26,2986.0,0.161572,2.921326,1.287218,0.08,0.1,93.0,842.4299424184261,3097.0
93,5,2020-05-28,3097.0,0.092011,2.546447,1.129635,0.08,0.09,96.0,862.5778846153846,5,2020-05-27,3049.0,0.122008,2.763398,1.201156,0.08,0.06,95.0,881.4480769230769,3195.0
94,5,2020-05-29,3195.0,0.111741,2.323706,0.878507,0.09,0.06,97.0,827.4213051823416,5,2020-05-28,3097.0,0.092011,2.546447,1.129635,0.08,0.09,96.0,862.5778846153846,3289.0
95,5,2020-05-30,3289.0,0.09039,2.155986,0.746911,0.09,0.08,97.0,877.3669548511047,5,2020-05-29,3195.0,0.111741,2.323706,0.878507,0.09,0.06,97.0,827.4213051823416,3390.0
96,5,2020-05-31,3390.0,0.084817,2.017883,0.650126,0.07,0.06,98.0,914.595009596929,5,2020-05-30,3289.0,0.09039,2.155986,0.746911,0.09,0.08,97.0,877.3669548511047,3470.0
97,5,2020-06-01,3470.0,0.085287,1.840819,0.529582,0.1,0.06,98.0,865.267497603068,5,2020-05-31,3390.0,0.084817,2.017883,0.650126,0.07,0.06,98.0,914.595009596929,3515.0
98,5,2020-06-02,3515.0,0.062825,1.643212,0.596178,0.08,0.06,99.0,888.2341650671785,5,2020-06-01,3470.0,0.085287,1.840819,0.529582,0.1,0.06,98.0,865.267497603068,3548.0
99,5,2020-06-03,3548.0,0.051123,1.584751,0.652093,0.14,0.06,99.0,856.6295585412668,5,2020-06-02,3515.0,0.062825,1.643212,0.596178,0.08,0.06,99.0,888.2341650671785,3641.0
100,5,2020-06-04,3641.0,0.097844,1.635222,0.760999,0.07,0.06,99.0,846.964491362764,5,2020-06-03,3548.0,0.051123,1.584751,0.652093,0.14,0.06,99.0,856.6295585412668,3725.0
101,5,2020-06-05,3725.0,0.083196,1.541678,0.832626,0.09,0.06,103.0,814.3736791546589,5,2020-06-04,3641.0,0.097844,1.635222,0.760999,0.07,0.06,99.0,846.964491362764,3805.0
102,5,2020-06-06,3805.0,0.069925,1.709562,0.953239,0.08,0.05,103.0,854.6785028790787,5,2020-06-05,3725.0,0.083196,1.541678,0.832626,0.09,0.06,103.0,814.3736791546589,3874.0
103,5,2020-06-07,3874.0,0.06817,1.931564,1.064755,0.09,0.06,103.0,898.0969289827256,5,2020-06-06,3805.0,0.069925,1.709562,0.953239,0.08,0.05,103.0,854.6785028790787,3945.0
104,5,2020-06-08,3945.0,0.071696,2.384965,1.107602,0.05,0.06,103.0,821.8291746641075,5,2020-06-07,3874.0,0.06817,1.931564,1.064755,0.09,0.06,103.0,898.0969289827256,3985.0
105,5,2020-06-09,3985.0,0.102985,2.540969,1.094606,0.06,0.07,104.0,838.6084452975048,5,2020-06-08,3945.0,0.071696,2.384965,1.107602,0.05,0.06,103.0,821.8291746641075,4033.0
106,5,2020-06-10,4033.0,0.085265,2.383065,1.013521,0.08,0.06,107.0,852.1886429258902,5,2020-06-09,3985.0,0.102985,2.540969,1.094606,0.06,0.07,104.0,838.6084452975048,4119.0
107,5,2020-06-11,4119.0,0.07031,2.287956,0.879963,0.08,0.06,111.0,852.8751200768492,5,2020-06-10,4033.0,0.085265,2.383065,1.013521,0.08,0.06,107.0,852.1886429258902,4216.0
108,5,2020-06-12,4216.0,0.083679,2.288105,0.744354,0.06,0.05,111.0,790.398272552783,5,2020-06-11,4119.0,0.07031,2.287956,0.879963,0.08,0.06,111.0,852.8751200768492,4270.0
109,5,2020-06-13,4270.0,0.070867,2.330506,0.749456,0.1,0.08,111.0,828.3051823416507,5,2020-06-12,4216.0,0.083679,2.288105,0.744354,0.06,0.05,111.0,790.398272552783,4320.0
110,5,2020-06-14,4320.0,0.09595,2.460149,0.730906,0.13,0.11,114.0,891.4702495201535,5,2020-06-13,4270.0,0.070867,2.330506,0.749456,0.1,0.08,111.0,828.3051823416507,4373.0
111,5,2020-06-15,4373.0,0.103072,3.259097,0.847577,0.1,0.07,114.0,875.5259117082534,5,2020-06-14,4320.0,0.09595,2.460149,0.730906,0.13,0.11,114.0,891.4702495201535,4481.0
112,5,2020-06-16,4481.0,0.104967,3.63139,1.102795,0.09,0.07,114.0,857.492795389049,5,2020-06-15,4373.0,0.103072,3.259097,0.847577,0.1,0.07,114.0,875.5259117082534,4533.0
113,5,2020-06-17,4533.0,0.085961,3.8632,1.377729,0.14,0.07,118.0,852.5629202689721,5,2020-06-16,4481.0,0.104967,3.63139,1.102795,0.09,0.07,114.0,857.492795389049,4638.0
114,5,2020-06-18,4638.0,0.145964,4.062553,1.67237,0.07,0.06,119.0,865.9433781190019,5,2020-06-17,4533.0,0.085961,3.8632,1.377729,0.14,0.07,118.0,852.5629202689721,4702.0
115,5,2020-06-19,4702.0,0.192546,3.867648,1.942369,0.1,0.06,121.0,815.3221153846154,5,2020-06-18,4638.0,0.145964,4.062553,1.67237,0.07,0.06,119.0,865.9433781190019,4805.0
116,5,2020-06-20,4805.0,0.260916,3.89144,2.243972,0.1,0.07,121.0,845.9183477425553,5,2020-06-19,4702.0,0.192546,3.867648,1.942369,0.1,0.06,121.0,815.3221153846154,4805.0
117,5,2020-06-21,4805.0,0.287983,3.887456,2.383837,0.1,0.06,121.0,866.8942307692307,5,2020-06-20,4805.0,0.260916,3.89144,2.243972,0.1,0.07,121.0,845.9183477425553,5007.0
118,5,2020-06-22,5007.0,0.306092,3.87647,2.388112,0.15,0.07,122.0,820.1007677543187,5,2020-06-21,4805.0,0.287983,3.887456,2.383837,0.1,0.06,121.0,866.8942307692307,5140.0
119,5,2020-06-23,5140.0,0.345992,3.843288,2.381205,0.14,0.09,123.0,849.5287907869482,5,2020-06-22,5007.0,0.306092,3.87647,2.388112,0.15,0.07,122.0,820.1007677543187,5275.0
120,5,2020-06-24,5275.0,0.261804,4.171736,2.212144,0.11,0.1,125.0,839.4065196548418,5,2020-06-23,5140.0,0.345992,3.843288,2.381205,0.14,0.09,123.0,849.5287907869482,5382.0
121,5,2020-06-25,5382.0,0.268322,3.953289,1.965075,0.19,0.13,132.0,830.1967370441458,5,2020-06-24,5275.0,0.261804,4.171736,2.212144,0.11,0.1,125.0,839.4065196548418,5493.0
122,5,2020-06-26,5493.0,0.297157,4.076066,1.617359,0.13,0.1,134.0,825.5340364333653,5,2020-06-25,5382.0,0.268322,3.953289,1.965075,0.19,0.13,132.0,830.1967370441458,5493.0
123,5,2020-06-27,5493.0,0.299003,4.173431,1.384673,0.15,0.12,137.0,852.3051823416507,5,2020-06-26,5493.0,0.297157,4.076066,1.617359,0.13,0.1,134.0,825.5340364333653,5670.0
124,5,2020-06-28,5670.0,0.365312,4.314678,1.131642,0.13,0.1,137.0,884.342939481268,5,2020-06-27,5493.0,0.299003,4.173431,1.384673,0.15,0.12,137.0,852.3051823416507,5762.0
125,5,2020-06-29,5762.0,0.394213,5.000789,0.935544,0.13,0.14,137.0,823.9231508165226,5,2020-06-28,5670.0,0.365312,4.314678,1.131642,0.13,0.1,137.0,884.342939481268,5964.0
126,5,2020-06-30,5964.0,0.357896,5.174076,1.092492,0.2,0.05,139.0,831.0854126679462,5,2020-06-29,5762.0,0.394213,5.000789,0.935544,0.13,0.14,137.0,823.9231508165226,6156.0
127,5,2020-07-01,6156.0,0.39863,5.144195,1.657235,0.13,0.1,140.0,839.5913461538462,5,2020-06-30,5964.0,0.357896,5.174076,1.092492,0.2,0.05,139.0,831.0854126679462,6384.0
128,5,2020-07-02,6384.0,0.589732,5.629878,2.293935,0.14,0.09,142.0,827.9846301633045,5,2020-07-01,6156.0,0.39863,5.144195,1.657235,0.13,0.1,140.0,839.5913461538462,6472.0
129,5,2020-07-03,6472.0,0.663733,5.605985,3.133112,0.14,0.1,144.0,820.8742802303263,5,2020-07-02,6384.0,0.589732,5.629878,2.293935,0.14,0.09,142.0,827.9846301633045,6556.0
130,5,2020-07-04,6556.0,0.831073,7.206993,3.775578,0.14,0.11,144.0,818.1564299424184,5,2020-07-03,6472.0,0.663733,5.605985,3.133112,0.14,0.1,144.0,820.8742802303263,6855.0
131,5,2020-07-05,6855.0,0.815649,8.299546,4.191711,0.13,0.12,144.0,873.9069097888676,5,2020-07-04,6556.0,0.831073,7.206993,3.775578,0.14,0.11,144.0,818.1564299424184,6887.0
132,5,2020-07-06,6887.0,0.881859,8.941628,4.437993,0.24,0.13,144.0,828.936660268714,5,2020-07-05,6855.0,0.815649,8.299546,4.191711,0.13,0.12,144.0,873.9069097888676,6887.0
133,5,2020-07-07,6887.0,0.881735,8.61982,4.420864,0.14,0.14,144.0,820.5177372962607,5,2020-07-06,6887.0,0.881859,8.941628,4.437993,0.24,0.13,144.0,828.936660268714,7245.0
134,5,2020-07-08,7245.0,0.83716,7.931431,4.325314,0.22,0.12,146.0,819.5623800383877,5,2020-07-07,6887.0,0.881735,8.61982,4.420864,0.14,0.14,144.0,820.5177372962607,7407.0
135,5,2020-07-09,7407.0,0.920221,7.423795,4.140582,0.17,0.15,150.0,816.2128475551294,5,2020-07-08,7245.0,0.83716,7.931431,4.325314,0.22,0.12,146.0,819.5623800383877,7485.0
